FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--91f2adb_18488613260_1588,NRS,North Stradbroke Island,NSI20191220,2019-12-20,2019-12-20 11:20:00,-27.345,153.562,17,40,NSI20191220_40,35.575,1,,9,,9,,9,,0,7,1,0.41,1,0.56,1,2.6,1,,,,,547.5,1,4103,1,6410.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1589,NRS,North Stradbroke Island,NSI20191220,2019-12-20,2019-12-20 11:20:00,-27.345,153.562,17,50,NSI20191220_50,35.548,1,2109.1,1,2332.69,1,,9,,0,7.8,1,0.26,1,0.62,1,2.8,1,,,,,277.5,1,2710,1,3564.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139929,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_158a,NRS,North Stradbroke Island,NSI20191220,2019-12-20,2019-12-20 11:20:00,-27.345,153.562,17,57,NSI20191220_57,35.536,1,2108.68,1,2337.93,1,,9,,0,8,1,0.21,1,0.64,1,2.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_158b,NRS,North Stradbroke Island,NSI20191220,2019-12-20,2019-12-20 11:20:00,-27.345,153.562,17,WC,NSI20191220_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_158c,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,0,NSI20200122_0,35.297,1,1983.95,1,2310.73,1,,9,,0,0,6,0,6,0,6,0.2,1,0.1,0.1,0.5,0,13589.5,2,89251.5,2,13583.5,2,0,0.051,0,0,,,0.004,0,0.546,0.014,0,0.019,0.012,,0.02,,0.011,0,0,0.557,0.011,0.014,0,0,0.021,0,0.029,0,0,,0,0.002,0.004,0,0,0,0,0,0,0.001,0.098,0,http://hdl.handle.net/102.100.100/139778,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_158d,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,10,NSI20200122_10,35.375,1,1988.64,1,2316.36,1,,9,,0,0,6,0,6,0.05,1,0.4,1,,,,,11631.5,2,89036,2,16471.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_158e,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,20,NSI20200122_20,35.349,1,,9,,9,,9,,0,0,6,0,6,0.06,1,0.3,1,,,,,12790.5,2,48867,2,20082,2,0,0.02,0,0,,,0.014,0,0.416,0.018,0,0.057,0.03,,0.026,,0.026,0.005,0,0.426,0.01,0.018,0,0,0.105,0,0.054,0,0,,0,0.005,0.013,0,0,0,0,0,0,0.003,0.055,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_158f,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,30,NSI20200122_30,35.57,1,2053.2,1,2335.86,1,,9,,0,1.3,1,0.13,1,0.26,1,0.8,1,,,,,7654.5,1,16997.5,1,30393.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1590,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,40,NSI20200122_40,35.578,1,,9,,9,,9,,0,6.4,1,0.55,1,0.54,1,2.1,1,,,,,9927.5,1,7622,1,9877,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1591,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,50,NSI20200122_50,35.647,1,2092.86,1,2339.99,1,,9,,0,5.8,1,0.14,1,0.47,1,1.8,1,,,,,7161,1,2740,1,3049.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139940,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1592,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,57,NSI20200122_57,35.682,1,2091.05,1,2337.68,1,,9,,0,5.2,1,0,6,0.44,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1593,NRS,North Stradbroke Island,NSI20200122,2020-01-22,2020-01-22 11:45:00,-27.345,153.562,15,WC,NSI20200122_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1594,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,0,NSI20200228_0,35.359,1,1984.45,1,2315.69,1,,9,,0,0,6,0,6,0,6,0.6,1,0.3,0.3,0.6,0,29353.5,1,51068.5,1,5934,1,0,0.042,0,0,,,0.004,0,0.322,0,0,0.015,0.008,,0.043,,0.006,0,0,0.352,0.03,0,0,0,0.008,0,0.02,0,0,,0,0,0,0,0,0,0,0,0,0.001,0.119,0,http://hdl.handle.net/102.100.100/139777,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1595,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,10,NSI20200228_10,35.382,1,1990.18,1,2313.48,1,,9,,0,0,6,0,6,0,6,0.6,1,,,,,35240.5,1,33623,1,2844,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1596,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,20,NSI20200228_20,35.495,1,,9,,9,,9,,0,0,6,0,6,0,6,0.4,1,,,,,41610,1,36592.5,1,2709.5,1,0,0.009,0,0,,,0.001,0,0.071,0,0,0.005,0.004,,0.005,,0.002,0,0,0.102,0.031,0,0,0,0.003,0,0.006,0,0,,0,0,0,0,0,0,0,0,0,0,0.042,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1597,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,30,NSI20200228_30,35.574,1,2055.38,1,2334.48,1,,9,,0,1.9,1,0.35,1,0.23,1,1.1,1,,,,,13505,1,6065.5,1,3256,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/141267,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1598,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,40,NSI20200228_40,35.585,1,,9,,9,,9,,0,5.5,1,1.14,1,0.49,1,3.8,1,,,,,11411,1,15853.5,1,14574,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1599,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,50,NSI20200228_50,35.605,1,2103.47,1,2335.33,1,,9,,0,7.2,1,0.33,1,0.58,1,2.8,1,,,,,8208.5,1,1746.5,1,2187.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/139939,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_159a,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,57,NSI20200228_57,35.588,1,2106.36,1,2335.57,1,,9,,0,7.6,1,0.28,1,0.61,1,2.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_159b,NRS,North Stradbroke Island,NSI20200228,2020-02-28,2020-02-28 11:20:00,-27.345,153.562,22,WC,NSI20200228_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_159c,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,0,NSI20200528_0,35.742,1,2029.76,1,2343.73,1,,9,,0,0,6,0,6,0,6,0.4,1,0,0,0.2,0,74748,1,12948.5,1,3148.5,1,0,0.013,0,0,,,0.019,0,,0.011,0,0.023,0.018,,0.006,,0.009,0.002,0,,0.056,0.015,0.004,0,0.02,0,0.037,0,0,,0,0,0.003,0,0,0,0,0,0,0.001,0.041,0,http://hdl.handle.net/102.100.100/141268,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_159d,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,10,NSI20200528_10,35.739,1,2029.46,1,2342.88,1,,9,,0,0,6,0,6,0,6,0.4,1,,,,,52744,1,13091,1,3249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_159e,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,20,NSI20200528_20,35.734,1,,9,,9,,9,,0,0,6,0,6,0,6,0.4,1,,,,,52929.5,1,13576,1,3262.5,1,0,0.013,0,0,,,0.017,0,,0.012,0,0.024,0.02,,0.009,,0.008,0.002,0,,0.056,0.015,0.003,0,0.019,0,0.035,0,0,,0,0,0.002,0,0,0,0,0,0,0.001,0.042,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_159f,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,30,NSI20200528_30,35.735,1,2030.52,1,2343.02,1,,9,,0,0,6,0,6,0,6,0.4,1,,,,,49735,1,13621,1,3265.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a0,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,40,NSI20200528_40,35.739,1,,9,,9,,9,,0,0,6,0,6,0.05,1,0.5,1,,,,,42735.5,1,5707.5,1,3220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a1,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,50,NSI20200528_50,35.716,1,2055.9,1,2344.24,1,,9,,0,1.9,1,0.1,1,0.19,1,0.9,1,,,,,33129.5,1,8776,1,4507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/141269,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a2,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,57,NSI20200528_57,35.685,1,2055.81,1,2339.88,1,,9,,0,2.4,1,0,6,0.25,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a3,NRS,North Stradbroke Island,NSI20200528,2020-05-28,2020-05-28 11:50:00,-27.345,153.562,23,WC,NSI20200528_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a4,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,0,NSI20200625_0,35.567,1,2024.35,1,2328.13,1,,9,,0,0.1,1,0,6,0.09,1,0.7,1,0.1,0.1,0.4,0,10802,1,37366.5,1,7550.5,1,0.005,0.019,0.003,0,,,0.033,0,,0.024,0,0.075,0.05,,0.103,,0.028,0.007,0,,0.024,0.024,0,0,0.089,0,0.079,0,0,,0,0.004,0.003,0,0,0,0.008,0,0,0.003,0.047,0,http://hdl.handle.net/102.100.100/141270,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a5,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,10,NSI20200625_10,35.566,1,2021.65,1,2329.59,1,,9,,0,0.1,1,0,6,0.09,1,0.7,1,,,,,7275,1,33866,1,6861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a6,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,20,NSI20200625_20,35.589,1,,9,,9,,9,,0,0.5,1,0,6,0.12,1,0.8,1,,,,,7972,1,29065,1,6455,1,0.006,0.019,0.005,0,,,0.04,0,,0.032,0,0.09,0.063,,0.083,,0.029,0.008,0,,0.022,0.032,0,0,0.123,0,0.093,0,0,,0,0.005,0.005,0,0,0,0.01,0,0,0.005,0.043,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a7,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,30,NSI20200625_30,35.602,1,2035.77,1,2331.1,1,,9,,0,0.7,1,0,6,0.13,1,0.9,1,,,,,8376.5,1,29872.5,1,7174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a8,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,40,NSI20200625_40,35.633,1,,9,,9,,9,,0,3,1,0.1,1,0.28,1,1.4,1,,,,,9457,1,32686.5,1,7702,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15a9,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,50,NSI20200625_50,35.659,1,2089.69,1,2336.39,1,,9,,0,5.5,1,0.12,1,0.45,1,2,1,,,,,13921.5,1,28799.5,1,8137.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/141271,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15aa,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,57,NSI20200625_57,35.657,1,2093.09,1,2336.27,1,,9,,0,5.7,1,0.12,1,0.46,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15ab,NRS,North Stradbroke Island,NSI20200625,2020-06-25,2020-06-25 11:30:00,-27.345,153.562,19,WC,NSI20200625_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15ac,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,0,NSI20200720_0,35.569,1,2025.49,1,2330.81,1,,9,,0,0.2,1,0,6,0.11,1,0.4,1,0.1,0.1,0.4,0,14027,1,26858.5,1,5130.5,1,0.001,0.014,0.002,0,,,0.035,0,,0.021,0,0.059,0.049,,0.043,,0.02,0.006,0,,0.028,0.021,0,0,0.045,0,0.103,0,0,,0,0.003,0.006,0,0,0,0.005,0,0,0.003,0.047,0,http://hdl.handle.net/102.100.100/141272,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15ad,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,10,NSI20200720_10,35.568,1,2026.13,1,2330.67,1,,9,,0,0.2,1,0,6,0.12,1,0.4,1,,,,,27116.5,1,29669.5,1,5731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15ae,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,20,NSI20200720_20,35.567,1,,9,,9,,9,,0,0.2,1,0,6,0.12,1,0.4,1,,,,,27683,1,31525,1,5962,1,0.003,0.012,0.003,0,,,0.033,0,,0.018,0,0.069,0.057,,0.115,,0.024,0.007,0,,0.021,0.018,0,0,0.073,0,0.091,0,0,,0,0.003,0.005,0,0,0,0.004,0,0,0.002,0.033,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15af,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,30,NSI20200720_30,35.581,1,2036.26,1,2330.05,1,,9,,0,0.8,1,0,6,0.16,1,0.8,1,,,,,25661.5,1,24571.5,1,6616,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b0,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,40,NSI20200720_40,35.644,1,,9,,9,,9,,0,2.3,1,0.13,1,0.26,1,1.2,1,,,,,26449.5,1,24245.5,1,7742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b1,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,50,NSI20200720_50,35.636,1,2044.29,1,2333.54,1,,9,,0,1.5,1,0.13,1,0.21,1,1.2,1,,,,,22412.5,1,15926.5,1,6016.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/141273,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b2,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,57,NSI20200720_57,35.631,1,2046.45,1,2333.87,1,,9,,0,1.4,1,0.13,1,0.2,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b3,NRS,North Stradbroke Island,NSI20200720,2020-07-20,2020-07-20 11:15:00,-27.345,153.562,21,WC,NSI20200720_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b4,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,0,NSI20200817_0,35.567,1,2027.72,1,2333.59,1,,9,,0,0.2,1,0,6,0.12,1,0.4,1,0.1,0.1,0.4,0,24901.5,1,29779.5,1,5162,1,0.003,0.009,0.002,0,,,0.022,0,,0.014,0,0.036,0.015,,0.039,,0.018,0.007,0,,0.014,0.014,0,0,0.041,0,0.052,0,0,,0,0.002,0,0,0,0,0.003,0,0,0.001,0.032,0,http://hdl.handle.net/102.100.100/141274,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b5,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,10,NSI20200817_10,35.583,1,2027.95,1,2331.53,1,,9,,0,0.2,1,0,6,0.12,1,0.4,1,,,,,21130.5,1,30122,1,4938,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b6,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,20,NSI20200817_20,35.586,1,,9,,9,,9,,0,0.1,1,0,6,0.13,1,0.4,1,,,,,17268.5,1,35767,1,5164.5,1,0.005,0.015,0.004,0,,,0.038,0,,0.025,0,0.062,0.037,,0.016,,0.019,0.004,0,,0.021,0.025,0,0,0.068,0,0.086,0,0,,0,0.003,0.003,0,0,0,0.007,0,0,0.003,0.037,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b7,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,30,NSI20200817_30,35.581,1,2028.43,1,2332.86,1,,9,,0,0.2,1,0,6,0.12,1,0.5,1,,,,,21672,1,36893.5,1,5077,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b8,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,40,NSI20200817_40,35.59,1,,9,,9,,9,,0,2,1,0.12,1,0.25,1,1.1,1,,,,,18108,1,10164,1,4550.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15b9,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,50,NSI20200817_50,35.569,1,2045.74,1,2330.73,1,,9,,0,1.1,1,0,6,0.2,1,1.1,1,,,,,21576,1,19820,1,10999.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/141275,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15ba,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,57,NSI20200817_57,35.531,1,2089.98,1,2332.14,1,,9,,0,6.1,1,0.13,1,0.5,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15bb,NRS,North Stradbroke Island,NSI20200817,2020-08-17,2020-08-18 10:54:00,-27.345,153.562,21.5,WC,NSI20200817_WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15bc,NRS,North Stradbroke Island,NSI20200917,2020-09-17,2020-09-17 11:20:00,-27.345,153.562,29,0,NSI20200917_0,35.593,1,2025.9,1,2333,1,,9,,0,0,6,0,6,0.09,1,0.3,1,0.1,0.1,0.4,0,7198,1,35882,1,1990.5,1,0,0.011,0,0,,,0.009,0,0.15,0,0,0.015,0.009,,0.012,,0.006,0,0,0.163,0.013,0,0,0,0.017,0,0.016,0,0,,0,0,0.005,0,0,0,0,0,0,0,0.035,0,http://hdl.handle.net/102.100.100/141276,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15bd,NRS,North Stradbroke Island,NSI20200917,2020-09-17,2020-09-17 11:20:00,-27.345,153.562,29,10,NSI20200917_10,35.594,1,2027.13,1,2332.79,1,,9,,0,0,6,0,6,0.09,1,0.2,1,,,,,7960.5,1,30575.5,1,1992.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15be,NRS,North Stradbroke Island,NSI20200917,2020-09-17,2020-09-17 11:20:00,-27.345,153.562,29,20,NSI20200917_20,35.608,1,,9,,9,,9,,0,0,6,0,6,0.1,1,0.2,1,,,,,3899,1,31198.5,1,2625.5,1,0,0.006,0,0,,,0.015,0,0.14,0.004,0,0.029,0.024,,0.023,,0.007,0,0,0.152,0.012,0.004,0,0,0.04,0,0.03,0,0,,0,0,0.004,0,0,0,0,0,0,0,0.024,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_15bf,NRS,North Stradbroke Island,NSI20200917,2020-09-17,2020-09-17 11:20:00,-27.345,153.562,29,30,NSI20200917_30,35.65,1,2057.94,1,2333.17,1,,9,,0,1.5,1,0.19,1,0.24,1,1.2,1,,,,,3745.5,1,17190.5,1,5001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/400715,POINT (153.562 -27.345)
