FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--91f2adb_18488613260_1383,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:05:00,-27.345,153.562,18,0,NSI20131121_0,35.588,1,2004.02,1,2324.12,1,,9,0.66,1,0,1,,9,0.04,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27275,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1384,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:05:00,-27.345,153.562,18,10,NSI20131121_10,35.58,1,2004.24,1,2323.43,1,,9,0.6,1,0,1,,9,0.04,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27276,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1385,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:05:00,-27.345,153.562,18,20,NSI20131121_20,35.579,1,,9,,9,,9,1.47,4,0,1,,9,0.07,1,0.2,1,,,,,,,,,,,0,0.004,0,0,,,0.004,0,0.077,0,0,0,0,,0,0,0.005,0.002,0,0.095,0.018,0,0,0,0.017,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,http://hdl.handle.net/102.100.100/27277,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1386,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:05:00,-27.345,153.562,18,30,NSI20131121_30,35.62,1,2034.36,1,2336.65,1,,9,0.51,1,0.2,1,,9,0.14,1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27278,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1387,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:05:00,-27.345,153.562,18,40,NSI20131121_40,35.579,1,,9,,9,,9,0.34,1,5.9,1,,9,0.47,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27279,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1388,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:05:00,-27.345,153.562,18,50,NSI20131121_50,35.502,1,2104.17,1,2328.03,1,,9,0.49,1,6.8,1,,9,0.34,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27280,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1389,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:05:00,-27.345,153.562,18,57,NSI20131121_57,35.484,1,2097.6,1,2331.41,1,,9,0.14,1,7.1,1,,9,0.54,1,2.6,1,,,,,,,,,,,0,0,0,0,,,0.003,0,0.033,0.003,0,0,0,,0,0,0.002,0,0,0.033,0,0.003,0,0,0.012,0,0.009,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.003,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_138a,NRS,North Stradbroke Island,NSI20131121,2013-11-21,2013-11-22 10:50:00,-27.345,153.562,18,WC,NSI20131121_WC,,,,,,,,,,,,,,,,,,,0.7,0.7,1.2,0,,4,,4,,4,0,0.007,0,0.002,,,0.018,0,0.193,0.016,0,0.017,0.013,,0,0,0.01,0.005,0,0.207,0.014,0.016,0,0,0.062,0,0.038,0,0.002,0,0,0.002,0,0,0,0,0.002,0,0,0.001,0.029,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_138b,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,0,NSI20131212_0,35.722,1,2026.92,1,2335.44,1,,9,0.44,1,0,1,,9,0.04,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27281,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_138c,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,10,NSI20131212_10,35.724,1,2031.46,1,2334.03,1,,9,0.54,1,0,1,,9,0.06,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27282,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_138d,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,20,NSI20131212_20,35.567,1,,9,,9,,9,0.2,1,5.1,1,,9,0.4,1,2,1,,,,,,,,,,,0,0.015,0.004,0.003,,,0.031,0,0.956,0.06,0,0.158,0.135,,0.127,0,0.051,0.004,0,0.959,0.003,0.06,0,0,0.591,0,0.039,0,0.025,0,0,0.017,0,0,0,0,0.013,0,0,0.006,0.008,1,http://hdl.handle.net/102.100.100/27283,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_138e,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,30,NSI20131212_30,35.609,1,2069.2,1,2331.57,1,,9,0.11,1,4.6,1,,9,0.36,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27284,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_138f,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,40,NSI20131212_40,35.587,1,,9,,9,,9,0.06,1,4.7,1,,9,0.36,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27285,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1390,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,50,NSI20131212_50,35.605,1,2079.4,1,2330.83,1,,9,0.08,1,5.4,1,,9,0.28,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27286,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1391,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,57,NSI20131212_57,35.631,1,2081.34,1,2331.51,1,,9,0.24,1,5.7,1,,9,0.29,1,1.8,1,,,,,,,,,,,0,0.002,0,0,,,0.009,0,0.069,0,0,0.009,0.01,,0,0,0.003,0,0,0.069,0,0,0,0,0.031,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1392,NRS,North Stradbroke Island,NSI20131212,2013-12-12,2013-12-12 11:45:00,-27.345,153.562,9,WC,NSI20131212_WC,,,,,,,,,,,,,,,,,,,0.8,0.8,1.5,0,6394.5,1,44006,1,17020.5,1,0,0.012,0.004,0.005,,,0.029,0,0.39,0.047,0,0.07,0.078,,0.124,0,0.015,0,0,0.4,0.01,0.047,0,0,0.154,0,0.06,0,0.024,0,0,0.013,0,0,0,0,0.007,0,0,0.007,0.027,1,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1393,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 10:25:00,-27.345,153.562,30,0,NSI20140213_0,35.682,1,2004.52,1,2334.42,1,,9,0.09,1,0,1,,9,0.07,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27287,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1394,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 10:25:00,-27.345,153.562,30,10,NSI20140213_10,35.662,1,2005.38,1,2335.49,1,,9,0.08,1,0,1,,9,0.06,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27288,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1395,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 10:25:00,-27.345,153.562,30,20,NSI20140213_20,35.641,1,,9,,9,,9,0.51,1,0.2,1,,9,0.11,1,1,1,,,,,,,,,,,0,0.006,0,0.003,,,0.005,0,0.092,0.011,0,0.008,0.008,,0.011,0,0.003,0,0,0.116,0.024,0.011,0,0,0.006,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,http://hdl.handle.net/102.100.100/27289,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1396,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 10:25:00,-27.345,153.562,30,30,NSI20140213_30,35.615,1,2031.24,1,2333.13,1,,9,0.13,1,1.7,1,,9,0.33,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27290,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1397,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 10:25:00,-27.345,153.562,30,40,NSI20140213_40,35.593,1,,9,,9,,9,0.09,1,4.7,1,,9,0.48,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27291,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1398,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 10:25:00,-27.345,153.562,30,50,NSI20140213_50,35.548,1,2074.71,1,2331.03,1,,9,0.19,1,5.8,1,,9,0.53,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27292,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1399,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 10:25:00,-27.345,153.562,30,57,NSI20140213_57,35.532,1,2083.95,1,2330.9,1,,9,0.04,1,6.7,1,,9,0.61,1,1.9,1,,,,,,,,,,,0.002,0.006,0,0.003,,,0.03,0,0.216,0.047,0,0.029,0.019,,0.009,0,0.005,0,0,0.236,0.02,0.047,0,0,0.022,0,0.046,0,0.007,0,0,0.006,0,0,0,0,0.007,0,0,0.002,0.012,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_139a,NRS,North Stradbroke Island,NSI20140213,2014-02-13,2014-02-13 11:05:00,-27.345,153.562,30,WC,NSI20140213_WC,,,,,,,,,,,,,,,,,,,0.4,0.4,0.5,0,31274.5,1,26765,1,7628.5,1,0.001,0.01,0,0.002,,,0.022,0,0.221,0.042,0,0.024,0.011,,0.008,0,0.005,0,0,0.255,0.034,0.042,0,0,0.018,0,0.041,0,0.004,0,0,0.006,0,0,0,0,0.007,0,0,0.002,0.042,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_139b,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,0,NSI20140306_0,35.681,1,1999.46,1,2335.19,1,,9,0.04,1,0.2,1,,9,0.14,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27293,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_139c,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,10,NSI20140306_10,35.644,1,2002.08,1,2335.02,1,,9,0.22,1,0.2,1,,9,0.13,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27294,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_139d,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,20,NSI20140306_20,35.616,1,,9,,9,,9,0.05,1,0.2,1,,9,0.15,1,0.2,1,,,,,,,,,,,0,0.021,0,0,,,0.007,0,0.138,0.011,0,0.016,0.007,,0,0,0.005,0,0,0.216,0.078,0.018,0.007,0,0.009,0,0.018,0,0,0,0,0,0.004,0,0,0,0,0,0,0.001,0.083,0,http://hdl.handle.net/102.100.100/27295,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_139e,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,30,NSI20140306_30,35.597,1,2019.36,1,2336.06,1,,9,0.02,1,0.3,1,,9,0.18,1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27296,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_139f,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,40,NSI20140306_40,35.599,1,,9,,9,,9,0.69,1,2.8,1,,9,0.35,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27297,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a0,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,50,NSI20140306_50,35.561,1,2091.28,1,2331.71,1,,9,0.31,1,6.6,1,,9,0.61,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27298,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a1,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,57,NSI20140306_57,35.546,1,2091.55,1,2331.77,1,,9,0.37,1,7,1,,9,0.63,1,2.3,1,,,,,,,,,,,0,0,0,0,,,0,0,0.021,0,0,0,0,,0,0,0,0,0,0.021,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a2,NRS,North Stradbroke Island,NSI20140306,2014-03-06,2014-03-06 11:15:00,-27.345,153.562,20,WC,NSI20140306_WC,,,,,,,,,,,,,,,,,,,0.6,0.6,1.2,1,49712.5,1,33632,1,7754.5,1,0.004,0.024,0,0,,,0.029,0,0.364,0.049,0,0.032,0.018,,0,0,0.012,0,0,0.424,0.06,0.055,0.006,0,0.058,0,0.05,0,0,0,0,0.005,0.004,0,0,0,0.009,0,0,0.001,0.069,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a3,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:15:00,-27.345,153.562,30,0,NSI20140404_0,,9,1977.57,1,2308.99,1,,9,0.29,1,0.1,1,,9,0.05,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27299,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a4,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:15:00,-27.345,153.562,30,10,NSI20140404_10,35.263,1,1978.12,1,2310.18,1,,9,0.28,1,0,1,,9,0.05,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27300,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a5,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:15:00,-27.345,153.562,30,20,NSI20140404_20,35.282,1,,9,,9,,9,0.31,1,0.1,1,,9,0.04,1,0.6,1,,,,,,,,,,,0,0.006,0,0,,,0.006,0,0.093,0.01,0,0.008,0.006,,0.008,0,0.004,0,0,0.111,0.018,0.01,0,0,0.006,0,0.019,0,0,0,0,0.001,0.003,0,0,0,0,0,0,0,0.027,0,http://hdl.handle.net/102.100.100/27301,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a6,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:15:00,-27.345,153.562,30,30,NSI20140404_30,35.399,1,1999.28,1,2319.49,1,,9,0.3,1,0.3,1,,9,0.07,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27302,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a7,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:15:00,-27.345,153.562,30,40,NSI20140404_40,35.443,1,,9,,9,,9,1.03,2,2.1,1,,9,0.19,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27303,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a8,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:15:00,-27.345,153.562,30,50,NSI20140404_50,35.471,1,2051.84,1,2325.67,1,,9,0.35,1,4.2,1,,9,0.32,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27304,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13a9,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:15:00,-27.345,153.562,30,57,NSI20140404_57,35.481,1,2076.08,1,2327.11,1,,9,0.54,1,5.9,1,,9,0.42,1,1.2,1,,,,,,,,,,,0,0.003,0,0,,,0,0,0.051,0,0,0.004,0,,0.004,0,0.002,0,0,0.051,0,0,0,0,0.014,0,0,0,0.007,0,0,0.003,0,0,0,0,0,0,0,0,0.007,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13aa,NRS,North Stradbroke Island,NSI20140404,2014-04-04,2014-04-04 11:40:00,-27.345,153.562,30,WC,NSI20140404_WC,,,,,,,,,,,,,,,,,,,0.6,0.6,1,1,35233,1,35705.5,1,5371,1,0.004,0.016,0,0,,,0.03,0,0.303,0.041,0,0.035,0.034,,0.024,0,0.01,0,0,0.332,0.029,0.044,0.003,0,0.038,0,0.056,0,0.005,0,0,0.006,0.004,0,0,0,0.009,0,0,0.002,0.039,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13ab,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 10:55:00,-27.345,153.562,17,0,NSI20140507_0,35.393,1,1986.28,1,2310,1,,9,0.07,1,0,1,,9,0.06,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27305,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13ac,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 10:55:00,-27.345,153.562,17,10,NSI20140507_10,35.364,1,1986.05,1,2311.42,1,,9,0.07,1,0.1,1,,9,0.06,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27306,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13ad,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 10:55:00,-27.345,153.562,17,20,NSI20140507_20,35.378,1,,9,,9,,9,0.16,1,0.1,1,,9,0.07,1,0.5,1,,,,,,,,,,,0,0.016,0,0,,,0.036,0,0.272,0.023,0,0.029,0.01,,0.011,0,0.016,0.004,0,0.321,0.049,0.029,0.006,0,0.041,0,0.068,0,0.002,0,0,0.004,0.004,0,0,0,0.005,0,0,0.001,0.046,0,http://hdl.handle.net/102.100.100/27307,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13ae,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 10:55:00,-27.345,153.562,17,30,NSI20140507_30,35.559,1,2037.94,1,2325.3,1,,9,0.08,1,3.2,1,,9,0.27,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27308,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13af,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 10:55:00,-27.345,153.562,17,40,NSI20140507_40,35.578,1,,9,,9,,9,0.08,1,3.9,1,,9,0.33,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27309,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b0,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 10:55:00,-27.345,153.562,17,50,NSI20140507_50,35.601,1,2059.45,1,2331.81,1,,9,0.44,1,4.1,1,,9,0.36,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27310,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b1,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 10:55:00,-27.345,153.562,17,57,NSI20140507_57,35.624,1,2068.71,1,2334.27,1,,9,0.05,1,4.6,1,,9,0.38,1,1.1,1,,,,,,,,,,,0,0.004,0,0,,,0.01,0,0.096,0.013,0,0.012,0.009,,0.007,0,0.004,0,0,0.107,0.011,0.016,0.003,0,0.02,0,0.027,0,0.004,0,0,0.002,0,0,0,0,0,0,0,0,0.004,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b2,NRS,North Stradbroke Island,NSI20140507,2014-05-07,2014-05-07 11:20:00,-27.345,153.562,17,WC,NSI20140507_WC,,,,,,,,,,,,,,,,,,,0.6,0.6,1,1,33668.5,1,13939,1,22958.5,1,0,0.023,0,0,,,0.051,0,0.283,0.037,0,0.043,0.029,,0.005,0,0.012,0.002,0,0.349,0.066,0.059,0.022,0,0.027,0,0.073,0,0,0,0,0.004,0.004,0,0,0,0.005,0,0,0.001,0.042,0,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b3,NRS,North Stradbroke Island,NSI20140623,2014-06-23,2014-06-23 10:35:00,-27.345,153.562,18,0,NSI20140623_0,35.424,1,1996.15,1,2318.69,1,,9,0.05,1,0.1,1,,9,0.07,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27311,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b4,NRS,North Stradbroke Island,NSI20140623,2014-06-23,2014-06-23 10:35:00,-27.345,153.562,18,10,NSI20140623_10,35.44,1,1995.91,1,2320.44,1,,9,0.18,1,0.1,1,,9,0.09,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27312,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b5,NRS,North Stradbroke Island,NSI20140623,2014-06-23,2014-06-23 10:35:00,-27.345,153.562,18,20,NSI20140623_20,35.396,1,,9,,9,,9,0.08,1,0,1,,9,0.07,1,0.3,1,,,,,,,,,,,0,0.007,0.001,0,,,0.006,0,0.23,0.017,0,0.018,0.006,,0,0,0.005,0,0,0.242,0.012,0.017,0,0,0.051,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,1,http://hdl.handle.net/102.100.100/27313,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b6,NRS,North Stradbroke Island,NSI20140623,2014-06-23,2014-06-23 10:35:00,-27.345,153.562,18,30,NSI20140623_30,35.476,1,2009.98,1,2322.6,1,,9,0.16,1,0.6,1,,9,0.11,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27314,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b7,NRS,North Stradbroke Island,NSI20140623,2014-06-23,2014-06-23 10:35:00,-27.345,153.562,18,40,NSI20140623_40,35.479,1,,9,,9,,9,0.15,1,1.1,1,,9,0.16,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27315,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_13b8,NRS,North Stradbroke Island,NSI20140623,2014-06-23,2014-06-23 10:35:00,-27.345,153.562,18,50,NSI20140623_50,35.602,1,2072.38,1,2333.17,1,,9,0.09,1,5.1,1,,9,0.41,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://hdl.handle.net/102.100.100/27316,POINT (153.562 -27.345)
